Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
GT,Emissions Totals,356,India,7273,Emissions (CO2),6991,Food systems waste disposal,2011,2011,3050,FAO TIER 1,kilotonnes,803.9294,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6991,Food systems waste disposal,2012,2012,3050,FAO TIER 1,kilotonnes,804.001,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6991,Food systems waste disposal,2013,2013,3050,FAO TIER 1,kilotonnes,804.4505,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6991,Food systems waste disposal,2014,2014,3050,FAO TIER 1,kilotonnes,807.1191,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6991,Food systems waste disposal,2015,2015,3050,FAO TIER 1,kilotonnes,808.0053,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6991,Food systems waste disposal,2016,2016,3050,FAO TIER 1,kilotonnes,810.4828,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6991,Food systems waste disposal,2017,2017,3050,FAO TIER 1,kilotonnes,814.5967,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6991,Food systems waste disposal,2018,2018,3050,FAO TIER 1,kilotonnes,815.1441,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6991,Food systems waste disposal,2019,2019,3050,FAO TIER 1,kilotonnes,816.4679,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6991,Food systems waste disposal,2020,2020,3050,FAO TIER 1,kilotonnes,814.7704,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,1990,1990,3050,FAO TIER 1,kilotonnes,11266.5044,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,1991,1991,3050,FAO TIER 1,kilotonnes,11858.2851,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,1992,1992,3050,FAO TIER 1,kilotonnes,12253.3776,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,1993,1993,3050,FAO TIER 1,kilotonnes,12587.0644,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,1994,1994,3050,FAO TIER 1,kilotonnes,13377.0179,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,1995,1995,3050,FAO TIER 1,kilotonnes,13912.6414,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,1996,1996,3050,FAO TIER 1,kilotonnes,14672.0014,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,1997,1997,3050,FAO TIER 1,kilotonnes,15525.3322,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,1998,1998,3050,FAO TIER 1,kilotonnes,16305.2549,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,1999,1999,3050,FAO TIER 1,kilotonnes,17223.6854,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2000,2000,3050,FAO TIER 1,kilotonnes,17817.8565,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2001,2001,3050,FAO TIER 1,kilotonnes,18556.9893,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2002,2002,3050,FAO TIER 1,kilotonnes,20625.0581,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2003,2003,3050,FAO TIER 1,kilotonnes,20939.624,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2004,2004,3050,FAO TIER 1,kilotonnes,21695.4681,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2005,2005,3050,FAO TIER 1,kilotonnes,21015.2664,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2006,2006,3050,FAO TIER 1,kilotonnes,22957.8407,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2007,2007,3050,FAO TIER 1,kilotonnes,21145.1701,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2008,2008,3050,FAO TIER 1,kilotonnes,20594.1122,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2009,2009,3050,FAO TIER 1,kilotonnes,23594.3475,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2010,2010,3050,FAO TIER 1,kilotonnes,22796.704,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2011,2011,3050,FAO TIER 1,kilotonnes,23957.4393,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2012,2012,3050,FAO TIER 1,kilotonnes,23845.3776,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2013,2013,3050,FAO TIER 1,kilotonnes,26202.8425,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2014,2014,3050,FAO TIER 1,kilotonnes,26545.5979,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2015,2015,3050,FAO TIER 1,kilotonnes,26969.3393,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2016,2016,3050,FAO TIER 1,kilotonnes,27653.4159,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2017,2017,3050,FAO TIER 1,kilotonnes,28303.7957,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2018,2018,3050,FAO TIER 1,kilotonnes,27630.3298,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2019,2019,3050,FAO TIER 1,kilotonnes,27379.583,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6504,Fertilizers Manufacturing,2020,2020,3050,FAO TIER 1,kilotonnes,25392.3552,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,1990,1990,3050,FAO TIER 1,kilotonnes,41129.4165,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,1991,1991,3050,FAO TIER 1,kilotonnes,48766.5975,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,1992,1992,3050,FAO TIER 1,kilotonnes,54563.7278,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,1993,1993,3050,FAO TIER 1,kilotonnes,62773.6421,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,1994,1994,3050,FAO TIER 1,kilotonnes,67968.6968,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,1995,1995,3050,FAO TIER 1,kilotonnes,77787.327,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,1996,1996,3050,FAO TIER 1,kilotonnes,78276.5786,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,1997,1997,3050,FAO TIER 1,kilotonnes,82361.772,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,1998,1998,3050,FAO TIER 1,kilotonnes,86040.2117,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,1999,1999,3050,FAO TIER 1,kilotonnes,80755.1936,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2000,2000,3050,FAO TIER 1,kilotonnes,76741.5463,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2001,2001,3050,FAO TIER 1,kilotonnes,74179.4941,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2002,2002,3050,FAO TIER 1,kilotonnes,74967.3595,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2003,2003,3050,FAO TIER 1,kilotonnes,76038.3029,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2004,2004,3050,FAO TIER 1,kilotonnes,80660.9062,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2005,2005,3050,FAO TIER 1,kilotonnes,81415.872,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2006,2006,3050,FAO TIER 1,kilotonnes,88107.3778,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2007,2007,3050,FAO TIER 1,kilotonnes,97595.5619,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2008,2008,3050,FAO TIER 1,kilotonnes,107761.7526,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2009,2009,3050,FAO TIER 1,kilotonnes,115481.4325,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2010,2010,3050,FAO TIER 1,kilotonnes,123225.0044,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2011,2011,3050,FAO TIER 1,kilotonnes,119053.0605,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2012,2012,3050,FAO TIER 1,kilotonnes,130542.7741,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2013,2013,3050,FAO TIER 1,kilotonnes,147023.5174,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2014,2014,3050,FAO TIER 1,kilotonnes,154893.2109,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2015,2015,3050,FAO TIER 1,kilotonnes,158810.6346,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2016,2016,3050,FAO TIER 1,kilotonnes,179248.7293,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2017,2017,3050,FAO TIER 1,kilotonnes,187336.6688,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2018,2018,3050,FAO TIER 1,kilotonnes,190544.3346,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2019,2019,3050,FAO TIER 1,kilotonnes,197674.5593,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6510,On-farm electricity use,2020,2020,3050,FAO TIER 1,kilotonnes,197674.5593,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,1990,1990,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,1991,1991,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,1992,1992,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,1993,1993,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,1994,1994,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,1995,1995,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,1996,1996,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,1997,1997,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,1998,1998,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,1999,1999,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,16012.7581,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,17899.944,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,18671.1409,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,19227.7599,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,19227.7599,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,19227.7599,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,19227.7599,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6507,Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,17832.1967,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,1990,1990,3050,FAO TIER 1,kilotonnes,913.1841,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,1991,1991,3050,FAO TIER 1,kilotonnes,793.6364,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,1992,1992,3050,FAO TIER 1,kilotonnes,878.8156,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,1993,1993,3050,FAO TIER 1,kilotonnes,929.8344,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,1994,1994,3050,FAO TIER 1,kilotonnes,945.2298,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,1995,1995,3050,FAO TIER 1,kilotonnes,977.2846,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,1996,1996,3050,FAO TIER 1,kilotonnes,1070.3045,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,1997,1997,3050,FAO TIER 1,kilotonnes,997.8084,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,1998,1998,3050,FAO TIER 1,kilotonnes,1024.4617,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,1999,1999,3050,FAO TIER 1,kilotonnes,1036.8479,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2000,2000,3050,FAO TIER 1,kilotonnes,1489.7565,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2001,2001,3050,FAO TIER 1,kilotonnes,1459.2085,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2002,2002,3050,FAO TIER 1,kilotonnes,1507.3591,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2003,2003,3050,FAO TIER 1,kilotonnes,1455.2306,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2004,2004,3050,FAO TIER 1,kilotonnes,1523.9673,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2005,2005,3050,FAO TIER 1,kilotonnes,1058.0562,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2006,2006,3050,FAO TIER 1,kilotonnes,1289.9271,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2007,2007,3050,FAO TIER 1,kilotonnes,2217.0415,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2008,2008,3050,FAO TIER 1,kilotonnes,1982.1271,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2009,2009,3050,FAO TIER 1,kilotonnes,1905.3097,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2010,2010,3050,FAO TIER 1,kilotonnes,1382.7354,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2011,2011,3050,FAO TIER 1,kilotonnes,2561.1744,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2012,2012,3050,FAO TIER 1,kilotonnes,2759.2974,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2013,2013,3050,FAO TIER 1,kilotonnes,4468.9966,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2014,2014,3050,FAO TIER 1,kilotonnes,5600.8372,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2015,2015,3050,FAO TIER 1,kilotonnes,5079.4351,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2016,2016,3050,FAO TIER 1,kilotonnes,5360.3144,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2017,2017,3050,FAO TIER 1,kilotonnes,4311.213,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2018,2018,3050,FAO TIER 1,kilotonnes,4377.137,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2019,2019,3050,FAO TIER 1,kilotonnes,4376.7324,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6506,Food Packaging,2020,2020,3050,FAO TIER 1,kilotonnes,4059.0663,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,1990,1990,3050,FAO TIER 1,kilotonnes,175.1071,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,1991,1991,3050,FAO TIER 1,kilotonnes,191.1955,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,1992,1992,3050,FAO TIER 1,kilotonnes,212.9285,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,1993,1993,3050,FAO TIER 1,kilotonnes,223.813,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,1994,1994,3050,FAO TIER 1,kilotonnes,230.7564,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,1995,1995,3050,FAO TIER 1,kilotonnes,262.2097,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,1996,1996,3050,FAO TIER 1,kilotonnes,299.5172,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,1997,1997,3050,FAO TIER 1,kilotonnes,313.6702,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,1998,1998,3050,FAO TIER 1,kilotonnes,320.0383,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,1999,1999,3050,FAO TIER 1,kilotonnes,374.3988,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2000,2000,3050,FAO TIER 1,kilotonnes,2654.557,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2001,2001,3050,FAO TIER 1,kilotonnes,2850.1518,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2002,2002,3050,FAO TIER 1,kilotonnes,2934.2473,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2003,2003,3050,FAO TIER 1,kilotonnes,3200.9359,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2004,2004,3050,FAO TIER 1,kilotonnes,3715.8668,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2005,2005,3050,FAO TIER 1,kilotonnes,606.85,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2006,2006,3050,FAO TIER 1,kilotonnes,673.7759,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2007,2007,3050,FAO TIER 1,kilotonnes,746.6414,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2008,2008,3050,FAO TIER 1,kilotonnes,824.4441,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2009,2009,3050,FAO TIER 1,kilotonnes,7568.1748,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2010,2010,3050,FAO TIER 1,kilotonnes,8168.0977,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2011,2011,3050,FAO TIER 1,kilotonnes,8020.5208,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2012,2012,3050,FAO TIER 1,kilotonnes,7871.3977,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2013,2013,3050,FAO TIER 1,kilotonnes,13719.1779,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2014,2014,3050,FAO TIER 1,kilotonnes,12694.7242,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2015,2015,3050,FAO TIER 1,kilotonnes,14021.9786,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2016,2016,3050,FAO TIER 1,kilotonnes,15407.9723,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2017,2017,3050,FAO TIER 1,kilotonnes,15362.2172,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2018,2018,3050,FAO TIER 1,kilotonnes,11633.0026,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2019,2019,3050,FAO TIER 1,kilotonnes,12898.8165,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6508,Food Retail,2020,2020,3050,FAO TIER 1,kilotonnes,11962.6121,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,1990,1990,3050,FAO TIER 1,kilotonnes,28763.289,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,1991,1991,3050,FAO TIER 1,kilotonnes,31315.6775,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,1992,1992,3050,FAO TIER 1,kilotonnes,33593.4527,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,1993,1993,3050,FAO TIER 1,kilotonnes,35424.5153,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,1994,1994,3050,FAO TIER 1,kilotonnes,37746.344,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,1995,1995,3050,FAO TIER 1,kilotonnes,41160.5655,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,1996,1996,3050,FAO TIER 1,kilotonnes,43767.2569,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,1997,1997,3050,FAO TIER 1,kilotonnes,45578.0998,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,1998,1998,3050,FAO TIER 1,kilotonnes,49932.2398,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,1999,1999,3050,FAO TIER 1,kilotonnes,50068.3931,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2000,2000,3050,FAO TIER 1,kilotonnes,53843.0465,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2001,2001,3050,FAO TIER 1,kilotonnes,54071.7906,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2002,2002,3050,FAO TIER 1,kilotonnes,56544.386,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2003,2003,3050,FAO TIER 1,kilotonnes,58677.5989,E,Estimated value,
