Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2004,2004,3050,FAO TIER 1,kilotonnes,63610.9828,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2005,2005,3050,FAO TIER 1,kilotonnes,65577.795,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2006,2006,3050,FAO TIER 1,kilotonnes,69555.5307,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2007,2007,3050,FAO TIER 1,kilotonnes,76407.4214,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2008,2008,3050,FAO TIER 1,kilotonnes,80696.7075,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2009,2009,3050,FAO TIER 1,kilotonnes,80340.2538,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2010,2010,3050,FAO TIER 1,kilotonnes,98461.1512,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2011,2011,3050,FAO TIER 1,kilotonnes,96382.082,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2012,2012,3050,FAO TIER 1,kilotonnes,98731.9125,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2013,2013,3050,FAO TIER 1,kilotonnes,120485.404,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2014,2014,3050,FAO TIER 1,kilotonnes,125773.7573,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2015,2015,3050,FAO TIER 1,kilotonnes,132267.0883,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2016,2016,3050,FAO TIER 1,kilotonnes,140744.2593,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2017,2017,3050,FAO TIER 1,kilotonnes,153306.1434,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2018,2018,3050,FAO TIER 1,kilotonnes,157187.9589,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2019,2019,3050,FAO TIER 1,kilotonnes,157187.9589,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6505,Food Household Consumption,2020,2020,3050,FAO TIER 1,kilotonnes,145779.1554,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,1990,1990,3050,FAO TIER 1,kilotonnes,7433.9,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,1991,1991,3050,FAO TIER 1,kilotonnes,7733.85,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,1992,1992,3050,FAO TIER 1,kilotonnes,7839.6,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,1993,1993,3050,FAO TIER 1,kilotonnes,7643.05,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,1994,1994,3050,FAO TIER 1,kilotonnes,7768.2,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,1995,1995,3050,FAO TIER 1,kilotonnes,8561.3,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,1996,1996,3050,FAO TIER 1,kilotonnes,9155,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,1997,1997,3050,FAO TIER 1,kilotonnes,9368.2,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,1998,1998,3050,FAO TIER 1,kilotonnes,9679.65,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,1999,1999,3050,FAO TIER 1,kilotonnes,10156.45,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2000,2000,3050,FAO TIER 1,kilotonnes,10356.55,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2001,2001,3050,FAO TIER 1,kilotonnes,10343.7,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2002,2002,3050,FAO TIER 1,kilotonnes,10681.9,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2003,2003,3050,FAO TIER 1,kilotonnes,10840.4,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2004,2004,3050,FAO TIER 1,kilotonnes,11737,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2005,2005,3050,FAO TIER 1,kilotonnes,12430.1,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2006,2006,3050,FAO TIER 1,kilotonnes,12980,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2007,2007,3050,FAO TIER 1,kilotonnes,15333.25,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2008,2008,3050,FAO TIER 1,kilotonnes,17509.6,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2009,2009,3050,FAO TIER 1,kilotonnes,19185.6,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2010,2010,3050,FAO TIER 1,kilotonnes,20753.65,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2011,2011,3050,FAO TIER 1,kilotonnes,22434.6,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2012,2012,3050,FAO TIER 1,kilotonnes,23784,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2013,2013,3050,FAO TIER 1,kilotonnes,24268.55,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2014,2014,3050,FAO TIER 1,kilotonnes,25292.6,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2015,2015,3050,FAO TIER 1,kilotonnes,27629.3,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2016,2016,3050,FAO TIER 1,kilotonnes,28699.85,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2017,2017,3050,FAO TIER 1,kilotonnes,30908.95,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2018,2018,3050,FAO TIER 1,kilotonnes,31374.3,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2019,2019,3050,FAO TIER 1,kilotonnes,28831.5074,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6815,Food Transport,2020,2020,3050,FAO TIER 1,kilotonnes,26738.898,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,1990,1990,3050,FAO TIER 1,kilotonnes,599000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,1991,1991,3050,FAO TIER 1,kilotonnes,639000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,1992,1992,3050,FAO TIER 1,kilotonnes,679000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,1993,1993,3050,FAO TIER 1,kilotonnes,702000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,1994,1994,3050,FAO TIER 1,kilotonnes,746000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,1995,1995,3050,FAO TIER 1,kilotonnes,792000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,1996,1996,3050,FAO TIER 1,kilotonnes,855000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,1997,1997,3050,FAO TIER 1,kilotonnes,885000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,1998,1998,3050,FAO TIER 1,kilotonnes,898000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,1999,1999,3050,FAO TIER 1,kilotonnes,958000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2000,2000,3050,FAO TIER 1,kilotonnes,986000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2001,2001,3050,FAO TIER 1,kilotonnes,989000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2002,2002,3050,FAO TIER 1,kilotonnes,1000000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2003,2003,3050,FAO TIER 1,kilotonnes,1050000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2004,2004,3050,FAO TIER 1,kilotonnes,1110000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2005,2005,3050,FAO TIER 1,kilotonnes,1170000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2006,2006,3050,FAO TIER 1,kilotonnes,1240000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2007,2007,3050,FAO TIER 1,kilotonnes,1330000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2008,2008,3050,FAO TIER 1,kilotonnes,1450000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2009,2009,3050,FAO TIER 1,kilotonnes,1610000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2010,2010,3050,FAO TIER 1,kilotonnes,1620000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2011,2011,3050,FAO TIER 1,kilotonnes,1720000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2012,2012,3050,FAO TIER 1,kilotonnes,1890000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2013,2013,3050,FAO TIER 1,kilotonnes,1910000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2014,2014,3050,FAO TIER 1,kilotonnes,2120000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2015,2015,3050,FAO TIER 1,kilotonnes,2210000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2016,2016,3050,FAO TIER 1,kilotonnes,2260000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2017,2017,3050,FAO TIER 1,kilotonnes,2340000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2018,2018,3050,FAO TIER 1,kilotonnes,2460000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2019,2019,3050,FAO TIER 1,kilotonnes,2480000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6821,Energy,2020,2020,3050,FAO TIER 1,kilotonnes,2300000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,1990,1990,3050,FAO TIER 1,kilotonnes,42500,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,1991,1991,3050,FAO TIER 1,kilotonnes,45500,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,1992,1992,3050,FAO TIER 1,kilotonnes,47000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,1993,1993,3050,FAO TIER 1,kilotonnes,48300,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,1994,1994,3050,FAO TIER 1,kilotonnes,51000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,1995,1995,3050,FAO TIER 1,kilotonnes,55700,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,1996,1996,3050,FAO TIER 1,kilotonnes,59400,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,1997,1997,3050,FAO TIER 1,kilotonnes,63900,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,1998,1998,3050,FAO TIER 1,kilotonnes,75500,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,1999,1999,3050,FAO TIER 1,kilotonnes,75500,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2000,2000,3050,FAO TIER 1,kilotonnes,78400,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2001,2001,3050,FAO TIER 1,kilotonnes,79600,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2002,2002,3050,FAO TIER 1,kilotonnes,82200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2003,2003,3050,FAO TIER 1,kilotonnes,85600,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2004,2004,3050,FAO TIER 1,kilotonnes,92300,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2005,2005,3050,FAO TIER 1,kilotonnes,98700,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2006,2006,3050,FAO TIER 1,kilotonnes,105000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2007,2007,3050,FAO TIER 1,kilotonnes,110000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2008,2008,3050,FAO TIER 1,kilotonnes,116000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2009,2009,3050,FAO TIER 1,kilotonnes,126000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2010,2010,3050,FAO TIER 1,kilotonnes,133000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2011,2011,3050,FAO TIER 1,kilotonnes,142000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2012,2012,3050,FAO TIER 1,kilotonnes,153000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2013,2013,3050,FAO TIER 1,kilotonnes,161000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2014,2014,3050,FAO TIER 1,kilotonnes,167000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2015,2015,3050,FAO TIER 1,kilotonnes,170000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2016,2016,3050,FAO TIER 1,kilotonnes,181000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2017,2017,3050,FAO TIER 1,kilotonnes,182000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2018,2018,3050,FAO TIER 1,kilotonnes,201000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2019,2019,3050,FAO TIER 1,kilotonnes,206000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6817,IPPU,2020,2020,3050,FAO TIER 1,kilotonnes,187000,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,1990,1990,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,1991,1991,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,1992,1992,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,1993,1993,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,1994,1994,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,1995,1995,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,1996,1996,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,1997,1997,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,1998,1998,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,1999,1999,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2000,2000,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2001,2001,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2002,2002,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2003,2003,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2004,2004,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2005,2005,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2006,2006,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2007,2007,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2008,2008,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2009,2009,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2010,2010,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2011,2011,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2012,2012,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2013,2013,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2014,2014,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2015,2015,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2016,2016,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2017,2017,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2018,2018,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2019,2019,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
GT,Emissions Totals,356,India,7273,Emissions (CO2),6819,Other,2020,2020,3050,FAO TIER 1,kilotonnes,14200,E,Estimated value,
